ID,Date,Site,Round,Coll1,Coll2,Coll3,EnteredBy,Validation,Status,ValidationNotes,Subplot,Quadrat,Coord1,Coord2,Bare%,Litter%,Rock%,Gram%,Forb%,L_Depth,V_Height,ACMI2,ASTU,BOCU,COTI3,CHFA2,COLA5,DRAM,ECPU,ELVI3,GAPU,HEAN2,HEMO2,MOFI,MOPU,OLRI,PAAN,PYTE,RAPI,RUHI2,SCSC,SYLA3,SYPI2,TRFL2,VEHA2,VEVI3,CHMA15,CHHY3,DIVI3,ECPR,MOVE,POAM13,POAM13_closed,POPR4,SEOB4,closed_bristled_ipomoea,UNK OAT,UNK_oxalis_closed,BOER,OELA,JATA_closed,UNK_oxalis,UNK_pink_rubiaceae,OELA_closed,UNK_pigweed,LEDI4,LEVI3,POOL,RARA2,PHAN5,Notes,UNK_purple_vineweed,WAMA,UNK_everlasting,WAMA_closed,CUAN,UNK_small_white_vineweed,UNK_nodding_spurge,UNK horseweed,UNK_O_dillenii,UNK_euphorbia,UNK_E_hyssopifolia,UNK_O_dillenii_closed,IPLA,IPLA_closed,CRGL2_male,CRGL2_female,RISC,UNK_cudweed,SOCA3,PHUR,UNK_small_white_lobelia,UNK_toadflax,CRGL2,GECA5,KRCE,RASA,UNK_dock,UNK_evergreen_cudweed,SECE,SIRO5,TRDU2,UNK_little_white_vineweed,UNK_little_white_vineweed_closed,UNK_hairy_vineweed_closed,UNK_amaranth,UNK_white_bindweed,UNK_white_bindweed_closed,UNK_hairy_vineweed,SISP_closed,UNK_purple_vineweed_closed,UNK_madder,UNK_white_vineweed_closed,UNK_small_white_vineweed_closed,JATA,VEBR2,UNK narrowleaf cudweed,SISP,UNK yellow oxalis,GLMA4,UNK pink clover,GACO11,UNK pennycress,OLCO,UNK three lobed vineweed,UNK goldenrod,UNK dogfennel,UNK alt yellow aster,UNK small horseweed,RISC_closed,UNK_white_star_closed,UNK_white_star,Gratiola_floridana/neglecta,UNK_bluestem,CUCA4,CUME,UNK_blue_vined_weed,UNK_blue_vined_weed_closed,UNK_purple_top,UNK_crotalaria,UNK_bristly_ipomoea_closed,TRRE3,TRBI2
1407,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,4,3,7,40,10,5,80,10,0.7,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,5,12,1,60,20,5,10,70,0.3,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,6,8,2,50,30,5,50,50,1.2,62.9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,7,5,4,50,20,5,60,30,0.3,59.1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,8,10,3,60,30,5,10,60,1.4,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1412,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,9,13,4,60,30,5,10,60,1.4,62.7,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,6/28/2022,BEU1,c,ZJB,AEC,,,,,,13,10,7,4,50,30,5,30,60,1.8,47.3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,1,5,2,50,30,5,10,60,0.3,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,2,1,5,50,30,5,10,60,0.4,52.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,3,6,6,60,20,5,20,60,1.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,4,3,7,50,30,5,10,70,1.3,71.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,5,12,1,50,30,5,20,70,1.2,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1419,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,6,8,2,50,30,5,10,70,0.5,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,7,5,4,50,30,5,20,60,0.9,57.2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,8,10,3,50,30,5,20,80,0.4,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,9,13,4,60,20,5,20,60,1,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,6/28/2022,BEU1,c,ZJB,AEC,,,,,,14,10,7,4,50,20,5,50,50,0.2,55.4,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,1,5,2,60,20,5,5,60,0.5,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,2,1,5,50,30,5,20,70,0.1,58.5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,3,6,6,60,20,5,20,70,1.3,50.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,4,3,7,70,20,5,5,60,2.3,59.3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,5,12,1,60,20,5,20,60,0.5,58.4,,60,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,6,8,2,60,20,5,40,50,0.2,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,7,5,4,50,30,5,10,80,1.1,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,8,10,3,60,20,5,20,60,0.6,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,9,13,4,60,10,5,10,70,0.6,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,6/28/2022,BEU1,c,ZJB,AEC,,,,,,15,10,7,4,60,20,5,5,60,0.4,55.3,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,1,5,2,60,20,5,20,60,0.5,59,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,2,1,5,70,10,5,50,40,0.9,51.7,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,3,6,6,60,10,5,5,60,0.7,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,4,3,7,60,20,5,5,70,1.8,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,6/28/2022,BEU1,c,ZJB,ZJB,AEC,,,,,16,5,12,1,70,10,5,5,60,0.6,50.6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,6,8,2,60,10,5,10,70,0.7,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,7,5,4,60,20,1,30,70,0.5,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,8,10,3,70,10,5,10,50,0.1,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,8,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,9,13,4,60,20,5,10,70,0.3,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,6/28/2022,BEU1,c,ZJB,AEC,,,,,,16,10,7,4,50,20,5,10,70,0.1,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,1,1,5,20,30,5,20,30,1.4,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,2,2,1,40,20,10,40,20,1.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,3,2,7,20,20,5,70,20,1.9,37.2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,4,5,2,30,20,10,60,20,0.7,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,5,5,4,60,20,10,20,30,0.2,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,6,8,3,60,20,10,10,40,2.1,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,7,9,1,40,20,5,60,30,0.7,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,8,9,7,60,10,5,10,50,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,9,10,5,60,10,10,20,50,1.1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,8/2/2022,BEU1,d,ZJB,MLS,,,,,,1,10,12,5,60,10,20,10,50,0.3,23.9,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,1,1,5,50,10,10,10,60,1.1,23.6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,2,2,1,50,10,20,10,60,0.7,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,3,2,7,40,10,10,20,70,1.3,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,4,5,2,60,10,20,10,50,0.6,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,5,5,4,60,10,20,20,50,0.6,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,6,8,3,50,10,20,20,50,0.5,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,7,9,1,30,10,10,40,40,0.6,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,8,9,7,40,10,20,10,60,1,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,9,10,5,30,10,10,20,70,0.4,23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,8/2/2022,BEU1,d,ZJB,MLS,,,,,,2,10,12,5,50,10,10,10,60,1,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,1,1,5,40,10,20,10,60,1.2,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,2,2,1,30,10,10,10,70,0.4,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,3,2,7,50,20,20,5,40,0.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,4,5,2,70,20,10,10,30,0.8,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,5,5,4,60,10,10,10,50,0.8,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,6,8,3,50,10,5,20,50,1.8,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,7,9,1,30,30,5,20,40,0.6,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,8,9,7,40,10,10,5,50,0.5,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,9,10,5,50,20,10,20,40,0.8,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,8/2/2022,BEU1,d,ZJB,MLS,,,,,,3,10,12,5,50,30,20,20,30,0.9,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,8/2/2022,BEU1,d,ZJB,MLS,,,,,,4,1,1,5,50,20,10,10,50,0.3,33.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,8/2/2022,BEU1,d,ZJB,MLS,,,,,,4,2,2,1,60,10,5,20,50,0.9,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,8/2/2022,BEU1,d,ZJB,MLS,,,,,,4,3,2,7,40,20,10,5,60,1.1,25.4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,8/2/2022,BEU1,d,ZJB,MLS,,,,,,4,4,5,2,50,20,5,5,60,1.1,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
